site_name,timestamp,wind_speed_forecast,wind_direction_forecast,temp_forecast,ghi_forecast,Cloud Description,forecast_cloud_index,forecast_cloud_type,forecast_method,site_client_name,site_status,site_lat,site_lon,ghi_actual,temp_actual,wind_speed_actual,wind_direction_actual,type
Site-11,2023-12-02 23:30:00,2.8370725603851983,48.461789531158864,15.582788085937523,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-10,2023-12-02 23:30:00,2.9937458014409004,41.68730155437025,17.989129638671898,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-9,2023-12-02 23:30:00,3.1410523688448246,27.263068971320305,18.283624267578148,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-5,2023-12-02 23:30:00,8.20024177380922,8.866728722029098,22.107720947265648,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-6,2023-12-02 23:30:00,3.140147917841268,23.99651930700643,16.140496826171898,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-12,2023-12-02 23:30:00,3.413288788231619,29.82614041551253,18.420098876953148,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-7,2023-12-02 23:30:00,3.1410523688448246,27.263068971320305,18.283624267578148,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-8,2023-12-02 23:30:00,3.1410523688448246,27.263068971320305,18.283624267578148,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-10,2023-12-02 23:15:00,3.186853679878184,44.36872880022167,18.135766601562523,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-12,2023-12-02 23:15:00,3.4875766431255393,30.714963973235808,18.575830078125023,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-9,2023-12-02 23:15:00,3.2627102195858195,26.729668133447436,18.448571777343773,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-8,2023-12-02 23:15:00,3.2627102195858195,26.729668133447436,18.448571777343773,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-7,2023-12-02 23:15:00,3.2627102195858195,26.729668133447436,18.448571777343773,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-11,2023-12-02 23:15:00,2.9055714789351956,50.56257094875555,15.734796142578148,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-5,2023-12-02 23:15:00,8.373509516391186,9.503877862103057,22.139947509765648,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-6,2023-12-02 23:15:00,3.2231968651660434,25.904016731592012,16.343194580078148,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-5,2023-12-02 23:00:00,8.640121252127475,9.699885257886205,22.185205078125023,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-10,2023-12-02 23:00:00,3.398055973779705,47.84594798011018,18.347131347656273,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-7,2023-12-02 23:00:00,3.4864561426075866,28.045313327252217,18.688592529296898,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-11,2023-12-02 23:00:00,2.9566854982804966,53.13369099054991,15.971826171875023,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-6,2023-12-02 23:00:00,3.2974138587881154,30.45962418354199,16.627496337890648,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-9,2023-12-02 23:00:00,3.4864561426075866,28.045313327252217,18.688592529296898,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-8,2023-12-02 23:00:00,3.4864561426075866,28.045313327252217,18.688592529296898,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-12,2023-12-02 23:00:00,3.6511349886051994,32.94370310621975,18.801171875000023,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-5,2023-12-02 22:45:00,8.917777541889071,10.47946958533011,22.226953125000023,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-8,2023-12-02 22:45:00,3.622435353125469,29.237595373194623,18.857751464843773,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-11,2023-12-02 22:45:00,2.9828723899459977,53.99936034782076,16.140771484375023,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-6,2023-12-02 22:45:00,3.3263920673593206,33.3861833711384,16.834710693359398,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-7,2023-12-02 22:45:00,3.622435353125469,29.237595373194623,18.857751464843773,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-9,2023-12-02 22:45:00,3.622435353125469,29.237595373194623,18.857751464843773,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-10,2023-12-02 22:45:00,3.549747060441805,49.53912675264027,18.508843994140648,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-12,2023-12-02 22:45:00,3.737872540843494,34.49403959396213,18.963922119140648,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-12,2023-12-02 22:30:00,3.8048148319940247,35.54725247082896,19.137841796875023,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-7,2023-12-02 22:30:00,3.728067985667874,30.49016091285829,19.038934326171898,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-11,2023-12-02 22:30:00,2.9692114220464387,54.111764763606224,16.337152099609398,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-6,2023-12-02 22:30:00,3.3580620617473516,36.46385840483235,17.068688964843773,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-5,2023-12-02 22:30:00,8.999241267117416,10.656099424632862,22.272729492187523,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-9,2023-12-02 22:30:00,3.728067985667874,30.49016091285829,19.038934326171898,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-10,2023-12-02 22:30:00,3.63329707369662,50.32329555025466,18.679071044921898,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-8,2023-12-02 22:30:00,3.728067985667874,30.49016091285829,19.038934326171898,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-8,2023-12-02 22:15:00,3.8120608467697754,30.997465755765276,19.210473632812523,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-5,2023-12-02 22:15:00,9.139393780593865,12.113952149825318,22.301721191406273,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-7,2023-12-02 22:15:00,3.8120608467697754,30.997465755765276,19.210473632812523,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-11,2023-12-02 22:15:00,2.950673857197344,54.419863381456814,16.520532226562523,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-6,2023-12-02 22:15:00,3.4101872917938545,40.25435117881421,17.293878173828148,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-12,2023-12-02 22:15:00,3.843369131679734,35.71867687461885,19.303308105468773,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-9,2023-12-02 22:15:00,3.8120608467697754,30.997465755765276,19.210473632812523,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-10,2023-12-02 22:15:00,3.6610658669526184,50.75357691298039,18.841241455078148,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-12,2023-12-02 22:00:00,3.9062238768657753,36.079394417698396,19.482812500000023,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-10,2023-12-02 22:00:00,3.6968191031376207,51.913343047050844,19.029351806640648,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-11,2023-12-02 22:00:00,2.9266458820250896,55.3767395613487,16.739739990234398,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-6,2023-12-02 22:00:00,3.4449304900887285,43.711364486247795,17.534417724609398,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-9,2023-12-02 22:00:00,3.9362216872611033,31.81706268813234,19.397668457031273,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-8,2023-12-02 22:00:00,3.9362216872611033,31.81706268813234,19.397668457031273,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-7,2023-12-02 22:00:00,3.9362216872611033,31.81706268813234,19.397668457031273,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-5,2023-12-02 22:00:00,9.291885806751132,13.137264889191641,22.324304199218773,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-11,2023-12-02 21:45:00,2.9330911218461546,56.54450158736108,16.962823486328148,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-8,2023-12-02 21:45:00,4.0565665710772025,33.14586455346497,19.573114013671898,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-6,2023-12-02 21:45:00,3.446668431584726,47.78873474672492,17.750604248046898,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-9,2023-12-02 21:45:00,4.0565665710772025,33.14586455346497,19.573114013671898,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-10,2023-12-02 21:45:00,3.744153615245462,53.61500504519735,19.208642578125023,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-12,2023-12-02 21:45:00,3.970052670530595,36.22011153641752,19.657830810546898,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-5,2023-12-02 21:45:00,9.443446427016033,13.4559011326396,22.337182617187523,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-7,2023-12-02 21:45:00,4.0565665710772025,33.14586455346497,19.573114013671898,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-11,2023-12-02 21:30:00,2.987764680382201,57.935701028054794,17.234826660156273,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-9,2023-12-02 21:30:00,4.181318132561022,34.945302256480296,19.761163330078148,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-5,2023-12-02 21:30:00,9.359662747298326,14.17120129133545,22.321801757812523,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-6,2023-12-02 21:30:00,3.449371922030754,52.39597171024289,17.998437500000023,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-7,2023-12-02 21:30:00,4.181318132561022,34.945302256480296,19.761163330078148,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-12,2023-12-02 21:30:00,4.018634306813016,36.792493275661045,19.836724853515648,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-10,2023-12-02 21:30:00,3.920614822790436,56.13792454205441,19.410699462890648,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-8,2023-12-02 21:30:00,4.181318132561022,34.945302256480296,19.761163330078148,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-9,2023-12-02 21:15:00,4.258724234021314,36.66153469823677,19.932489013671898,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-10,2023-12-02 21:15:00,4.106780302737907,58.401139418585714,19.615838623046898,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-11,2023-12-02 21:15:00,3.055067268043057,58.74656198149829,17.502618408203148,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-8,2023-12-02 21:15:00,4.258724234021314,36.66153469823677,19.932489013671898,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-6,2023-12-02 21:15:00,3.4481922665690443,55.87130069611439,18.232171630859398,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-7,2023-12-02 21:15:00,4.258724234021314,36.66153469823677,19.932489013671898,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-5,2023-12-02 21:15:00,9.373406033114168,14.090956127496868,22.341180419921898,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-12,2023-12-02 21:15:00,4.034599391331828,36.67109954925435,19.998498535156273,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-10,2023-12-02 21:00:00,4.324901495897768,61.48055120948546,19.902307128906273,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-9,2023-12-02 21:00:00,4.293290408218023,37.50591519564016,20.165765380859398,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-7,2023-12-02 21:00:00,4.293290408218023,37.50591519564016,20.165765380859398,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-8,2023-12-02 21:00:00,4.293290408218023,37.50591519564016,20.165765380859398,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-6,2023-12-02 21:00:00,3.545829988710385,60.46577736468103,18.607568359375023,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-5,2023-12-02 21:00:00,9.325702908693314,14.601811465978782,22.310754394531273,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-11,2023-12-02 21:00:00,3.184330280502817,60.05938337292277,17.913995361328148,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-12,2023-12-02 21:00:00,4.0364535555247265,35.47877517768227,20.244165039062523,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-8,2023-12-02 20:45:00,4.268055429543788,38.252671991554365,20.336694335937523,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-12,2023-12-02 20:45:00,3.972133005617869,35.114035848645464,20.404168701171898,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-6,2023-12-02 20:45:00,3.544023485075763,63.1454232126261,18.836328125000023,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-7,2023-12-02 20:45:00,4.268055429543788,38.252671991554365,20.336694335937523,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-11,2023-12-02 20:45:00,3.2553650515660326,61.080444440681944,18.211297607421898,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-9,2023-12-02 20:45:00,4.268055429543788,38.252671991554365,20.336694335937523,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-5,2023-12-02 20:45:00,9.332116683498636,15.309735266360107,22.323754882812523,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-10,2023-12-02 20:45:00,4.4434188268687524,64.01872287914885,20.125634765625023,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-11,2023-12-02 20:30:00,3.384422571018754,62.80846213054116,18.559045410156273,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-8,2023-12-02 20:30:00,4.22842969564826,38.78542729542696,20.525720214843773,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-12,2023-12-02 20:30:00,3.9153721611305676,34.77761549421679,20.594384765625023,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-5,2023-12-02 20:30:00,9.283605206090929,14.64981814648892,22.311669921875023,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-7,2023-12-02 20:30:00,4.22842969564826,38.78542729542696,20.525720214843773,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-6,2023-12-02 20:30:00,3.4230755655126095,64.82168733324882,19.085137939453148,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-10,2023-12-02 20:30:00,4.481659495692098,66.78805916622663,20.350823974609398,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-9,2023-12-02 20:30:00,4.22842969564826,38.78542729542696,20.525720214843773,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-6,2023-12-02 20:15:00,3.2813861637019306,65.55755122633946,19.313256835937523,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-10,2023-12-02 20:15:00,4.589362300214686,69.81019876652265,20.583215332031273,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-12,2023-12-02 20:15:00,3.866295790698678,34.576503799412485,20.778771972656273,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-11,2023-12-02 20:15:00,3.577263874229395,65.2195910984402,18.892663574218773,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-5,2023-12-02 20:15:00,9.404327094642516,14.656033866192312,22.380883789062523,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-7,2023-12-02 20:15:00,4.173341186280424,38.72697243587466,20.711755371093773,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-8,2023-12-02 20:15:00,4.173341186280424,38.72697243587466,20.711755371093773,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-9,2023-12-02 20:15:00,4.173341186280424,38.72697243587466,20.711755371093773,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-10,2023-12-02 20:00:00,4.581746930783513,72.08901159285324,20.819696044921898,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-8,2023-12-02 20:00:00,4.024505651219083,38.26861523884484,20.903283691406273,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-12,2023-12-02 20:00:00,3.7438121605808936,34.34677375482548,20.973260498046898,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-6,2023-12-02 20:00:00,3.1459593758163993,65.84920664282949,19.594445800781273,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-5,2023-12-02 20:00:00,9.343201688160462,14.487268078533479,22.450860595703148,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-9,2023-12-02 20:00:00,4.024505651219083,38.26861523884484,20.903283691406273,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-11,2023-12-02 20:00:00,3.7190587532672708,67.16727884533066,19.241113281250023,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-7,2023-12-02 20:00:00,4.024505651219083,38.26861523884484,20.903283691406273,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-11,2023-12-02 19:45:00,3.6937326033903863,69.09724792454941,19.527978515625023,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-6,2023-12-02 19:45:00,2.986858512927105,64.98563271585076,19.857415771484398,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-8,2023-12-02 19:45:00,3.8551117983982532,38.201776121028054,21.078912353515648,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-12,2023-12-02 19:45:00,3.5966332852355625,34.89920939776111,21.152703857421898,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-7,2023-12-02 19:45:00,3.8551117983982532,38.201776121028054,21.078912353515648,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-10,2023-12-02 19:45:00,4.4224995418050215,73.62441374254713,21.062463378906273,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-5,2023-12-02 19:45:00,9.44050883651327,14.375019327215927,22.535455322265648,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-9,2023-12-02 19:45:00,3.8551117983982532,38.201776121028054,21.078912353515648,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-11,2023-12-02 19:30:00,3.591499353628885,71.13776945559415,19.848687744140648,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-9,2023-12-02 19:30:00,3.733832539379465,38.32901473878898,21.287438964843773,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-7,2023-12-02 19:30:00,3.733832539379465,38.32901473878898,21.287438964843773,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-5,2023-12-02 19:30:00,9.462498580952667,14.705122289274398,22.627709960937523,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-6,2023-12-02 19:30:00,2.8287578738748196,61.95488665775162,20.180871582031273,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-10,2023-12-02 19:30:00,4.118985270378224,74.51587430048411,21.319238281250023,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-12,2023-12-02 19:30:00,3.485520520955508,35.97109410652984,21.365686035156273,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-8,2023-12-02 19:30:00,3.733832539379465,38.32901473878898,21.287438964843773,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-11,2023-12-02 19:15:00,3.446384116224206,72.95402769448785,20.146478271484398,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-12,2023-12-02 19:15:00,3.3800937219751668,36.14648590613254,21.566583251953148,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-7,2023-12-02 19:15:00,3.6398000150805365,37.657664989114394,21.491967773437523,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-6,2023-12-02 19:15:00,2.6804063016443105,56.96914637354554,20.496270751953148,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-5,2023-12-02 19:15:00,9.602847281057858,14.793981612820124,22.725549316406273,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-9,2023-12-02 19:15:00,3.6398000150805365,37.657664989114394,21.491967773437523,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-10,2023-12-02 19:15:00,3.8467152640602222,74.58270529027227,21.591729736328148,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-8,2023-12-02 19:15:00,3.6398000150805365,37.657664989114394,21.491967773437523,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-10,2023-12-02 19:00:00,3.465741614262179,73.62120345205207,21.973992919921898,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-7,2023-12-02 19:00:00,3.6252795144543493,36.22492342712421,21.810113525390648,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-6,2023-12-02 19:00:00,2.50493687502575,49.97002566917622,20.998712158203148,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-8,2023-12-02 19:00:00,3.6252795144543493,36.22492342712421,21.810113525390648,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-9,2023-12-02 19:00:00,3.6252795144543493,36.22492342712421,21.810113525390648,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-12,2023-12-02 19:00:00,3.35833454431807,36.448861837345966,21.895593261718773,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-5,2023-12-02 19:00:00,9.628080989609533,14.238639899861582,22.885247802734398,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-11,2023-12-02 19:00:00,3.2619593731416043,74.36200605656991,20.633386230468773,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-9,2023-12-02 18:45:00,3.6540015716549354,35.02778448297659,22.059838867187523,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-7,2023-12-02 18:45:00,3.6540015716549354,35.02778448297659,22.059838867187523,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-5,2023-12-02 18:45:00,9.62244371428942,14.856522436105793,22.992456054687523,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-11,2023-12-02 18:45:00,3.091523727718325,74.203176137285,21.004418945312523,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-8,2023-12-02 18:45:00,3.6540015716549354,35.02778448297659,22.059838867187523,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-6,2023-12-02 18:45:00,2.3930395561102107,45.20282255995875,21.394036865234398,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-10,2023-12-02 18:45:00,3.1994946259544226,71.70779248334449,22.260369873046898,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-12,2023-12-02 18:45:00,3.3872880820114943,36.25838801928406,22.153375244140648,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-12,2023-12-02 18:30:00,3.4574281971082463,35.65504961229347,22.443383789062523,0.0,,0.0,,wrf,Renew,Active,26.66,71.2784,,,,,Solar
Site-7,2023-12-02 18:30:00,3.7206628832305424,33.36619995849293,22.355432128906273,0.0,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-5,2023-12-02 18:30:00,9.611153687644347,15.273298125245226,23.113183593750023,0.0,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
Site-6,2023-12-02 18:30:00,2.319194691422786,41.5754487280129,21.883813476562523,0.0,,0.0,,wrf,Renew,Active,27.50111,71.93319,,,,,Solar
Site-10,2023-12-02 18:30:00,3.0022312449951776,69.05429654744961,22.577172851562523,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-11,2023-12-02 18:30:00,2.9417299697880033,73.35067641835117,21.466546630859398,0.0,,0.0,,wrf,Renew,Active,28.2909,73.3767,,,,,Solar
Site-9,2023-12-02 18:30:00,3.7206628832305424,33.36619995849293,22.355432128906273,0.0,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-8,2023-12-02 18:30:00,3.7206628832305424,33.36619995849293,22.355432128906273,0.0,,0.0,,wrf,Renew,Active,26.64,71.37,,,,,Solar
Site-9,2023-12-02 18:15:00,3.761060805730135,32.10593112932001,22.650811767578148,0.367892525,,0.0,,wrf,Renew,Active,26.63,71.349,,,,,Solar
Site-7,2023-12-02 18:15:00,3.761060805730135,32.10593112932001,22.650811767578148,0.367892525,,0.0,,wrf,Renew,Active,26.63,71.44,,,,,Solar
Site-10,2023-12-02 18:15:00,2.833097859489734,65.98349342017777,22.913690185546898,0.0,,0.0,,wrf,Renew,Active,28.28,73.24,,,,,Solar
Site-5,2023-12-02 18:15:00,9.582179345573854,16.176097266562344,23.228326416015648,0.323472075,,0.0,,wrf,Renew,Active,14.247477,77.466657,,,,,Solar
